epoch,train_loss,val_loss,train_macro_f1,val_macro_f1,train_balanced_accuracy,val_balanced_accuracy
1,0.10956000401488027,0.258965486544111,0.9634506196239617,0.9163184737111014,0.9668437692084816,0.9308290599574472
2,0.0370461158707386,0.01660896812724631,0.9878645746313868,0.9936423252466008,0.9894941606663863,0.9917117771786447
3,0.03418404757077235,0.07506084732816591,0.9896273819267397,0.9697693776553102,0.9907560555194572,0.9801176481792957
4,0.011464848926956608,0.004162194545317926,0.9962050595705573,0.9994179898443705,0.996786782588064,0.9995337995337995
5,0.012718617994423675,0.00836446851170125,0.9958607694580035,0.9979424945245833,0.9962049405082638,0.9974915395849131
6,0.02658933238846099,0.015516651407703487,0.9908331979580683,0.992930742417608,0.9920526781477093,0.9945294059075387
7,0.008521995791413613,0.0019799981505488535,0.9967951697068466,0.9992852443365716,0.9972721778153965,0.9995138551288284
8,0.0037362122220134723,0.0012112354559265272,0.9989916609930263,1.0,0.999115560425242,1.0
